Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Philippine Airlines,2024-03-20,Caticlan (MPH),Clark (CRK),MPH-CRK,23:55,00:57 +1 day,1h 2m,0,No info,3698
AirAsia Philippines,2024-06-10,Caticlan (MPH),Davao (DVO),MPH-DVO,23:05,23:53,0h 48m,0,No info,2445
Philippine Airlines,2024-03-31,Clark (CRK),Manila (MNL),CRK-MNL,06:20,08:36,2h 16m,0,Holy Week,7209
Cebu Pacific,2024-03-20,Clark (CRK),Bacolod (BCD),CRK-BCD,23:00,23:55,0h 55m,0,No info,2829
Philippine Airlines,2024-10-01,Zamboanga (ZAM),Tacloban (TAC),ZAM-ILO-TAC,15:40,19:35,3h 55m,1,No info,5514
Cebu Pacific,2024-04-27,Davao (DVO),Kalibo (KLO),DVO-KLO,07:10,09:40,2h 30m,0,No info,3543
Cebu Pacific,2024-12-08,Zamboanga (ZAM),Cagayan de Oro (CGY),ZAM-GES-CGY,22:20,04:55 +1 day,6h 35m,1,Immaculate Conception,5169
Philippine Airlines,2024-02-11,Cagayan de Oro (CGY),Kalibo (KLO),CGY-KLO,13:25,14:17,0h 52m,0,No info,4221
Cebu Pacific,2024-04-19,Cebu (CEB),Iloilo (ILO),CEB-ILO,15:45,16:35,0h 50m,0,No info,2803
Cebu Pacific,2024-10-14,Cebu (CEB),Iloilo (ILO),CEB-ILO,21:10,22:38,1h 28m,0,No info,2676
AirAsia Philippines,2024-11-23,Legazpi (LGP),Cebu (CEB),LGP-CEB,00:20,01:05,0h 45m,0,No info,2242
AirAsia Philippines,2024-09-13,Puerto Princesa (PPS),Davao (DVO),PPS-GES-ILO-DVO,23:50,08:31 +1 day,8h 41m,2,No info,5622
AirAsia Philippines,2024-07-06,Tacloban (TAC),Bacolod (BCD),TAC-BCD,16:55,19:11,2h 16m,0,No info,2515
AirAsia Philippines,2024-10-29,Iloilo (ILO),Puerto Princesa (PPS),ILO-ZAM-PPS,21:45,00:49 +1 day,3h 4m,1,No info,3792
Cebu Pacific,2024-09-02,Cagayan de Oro (CGY),Manila (MNL),CGY-MNL,13:05,15:07,2h 2m,0,No info,3223
Philippine Airlines,2024-06-09,Puerto Princesa (PPS),General Santos (GES),PPS-GES,21:40,23:51,2h 11m,0,No info,4157
AirAsia Philippines,2024-07-09,Davao (DVO),Puerto Princesa (PPS),DVO-PPS,22:30,01:00 +1 day,2h 30m,0,No info,2340
AirAsia Philippines,2024-06-29,Bacolod (BCD),Tacloban (TAC),BCD-TAC,21:55,23:56,2h 1m,0,No info,2517
AirAsia Philippines,2024-08-02,General Santos (GES),Puerto Princesa (PPS),GES-PPS,06:25,08:44,2h 19m,0,No info,2354
Cebu Pacific,2024-05-10,Manila (MNL),Zamboanga (ZAM),MNL-ZAM,15:50,17:45,1h 55m,0,No info,3279
AirAsia Philippines,2024-04-21,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,14:25,16:13,1h 48m,0,No info,2729
Cebu Pacific,2024-12-21,Bacolod (BCD),Legazpi (LGP),BCD-LGP,05:45,07:28,1h 43m,0,Christmas/Rizal Day,4019
Philippine Airlines,2024-10-13,Legazpi (LGP),General Santos (GES),LGP-MNL-MPH-GES,01:45,08:25,6h 40m,2,No info,6237
AirAsia Philippines,2024-09-19,Cebu (CEB),Tacloban (TAC),CEB-DVO-KLO-TAC,04:45,16:00,11h 15m,2,No info,4415
AirAsia Philippines,2024-12-26,Bacolod (BCD),Kalibo (KLO),BCD-CGY-KLO,12:05,17:54,5h 49m,1,Christmas/Rizal Day,6278
Cebu Pacific,2024-02-26,Legazpi (LGP),Kalibo (KLO),LGP-KLO,11:50,14:02,2h 12m,0,EDSA Anniversary,3508
Philippine Airlines,2024-10-14,Bacolod (BCD),Tacloban (TAC),BCD-TAC,04:00,04:55,0h 55m,0,No info,3237
AirAsia Philippines,2024-11-21,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,00:05,00:56,0h 51m,0,No info,1950
Philippine Airlines,2024-01-17,Kalibo (KLO),Bacolod (BCD),KLO-MPH-MNL-BCD,16:15,00:06 +1 day,7h 51m,2,Ati-Atihan Festival,8672
Philippine Airlines,2024-10-28,Clark (CRK),Tacloban (TAC),CRK-TAC,15:00,16:15,1h 15m,0,No info,3854
Philippine Airlines,2024-09-14,Manila (MNL),Puerto Princesa (PPS),MNL-PPS,12:45,14:28,1h 43m,0,No info,4583
Cebu Pacific,2024-11-20,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,01:30,03:36,2h 6m,0,No info,2413
Cebu Pacific,2024-02-29,Davao (DVO),Zamboanga (ZAM),DVO-ZAM,22:00,00:25 +1 day,2h 25m,0,No info,2828
Cebu Pacific,2024-07-10,Caticlan (MPH),Clark (CRK),MPH-BCD-CRK,22:50,02:16 +1 day,3h 26m,1,No info,4454
AirAsia Philippines,2024-12-12,Cebu (CEB),Iloilo (ILO),CEB-KLO-ILO,05:35,10:07,4h 32m,1,No info,3178
AirAsia Philippines,2024-09-07,Puerto Princesa (PPS),Bacolod (BCD),PPS-BCD,00:05,01:04,0h 59m,0,No info,2324
Philippine Airlines,2024-07-12,General Santos (GES),Tacloban (TAC),GES-TAC,16:35,17:57,1h 22m,0,No info,3678
Philippine Airlines,2024-04-02,Davao (DVO),Legazpi (LGP),DVO-CEB-LGP,12:20,16:16,3h 56m,1,No info,5410
AirAsia Philippines,2024-07-17,General Santos (GES),Cebu (CEB),GES-BCD-DVO-CEB,17:15,03:34 +1 day,10h 19m,2,No info,5941
Philippine Airlines,2024-09-11,Clark (CRK),Kalibo (KLO),CRK-KLO,21:20,23:01,1h 41m,0,No info,3803
Cebu Pacific,2024-09-21,General Santos (GES),Puerto Princesa (PPS),GES-LGP-KLO-PPS,15:30,22:39,7h 9m,2,No info,6527
AirAsia Philippines,2024-12-18,Davao (DVO),Clark (CRK),DVO-CRK,08:10,10:34,2h 24m,0,No info,2613
AirAsia Philippines,2024-04-10,Puerto Princesa (PPS),Caticlan (MPH),PPS-MPH,00:50,02:30,1h 40m,0,Araw ng Kagitingan,2569
Cebu Pacific,2024-01-30,Bacolod (BCD),Caticlan (MPH),BCD-MPH,18:40,19:43,1h 3m,0,No info,3025
Philippine Airlines,2024-12-04,Cagayan de Oro (CGY),General Santos (GES),CGY-GES,03:35,05:30,1h 55m,0,No info,3255
Cebu Pacific,2024-11-16,Davao (DVO),Cagayan de Oro (CGY),DVO-CGY,10:30,12:07,1h 37m,0,No info,3039
Philippine Airlines,2024-08-27,Tacloban (TAC),Iloilo (ILO),TAC-ILO,21:40,23:50,2h 10m,0,National Heroes Day,4349
AirAsia Philippines,2024-05-09,Zamboanga (ZAM),Bacolod (BCD),ZAM-BCD,15:40,16:27,0h 47m,0,No info,2444
Philippine Airlines,2024-05-25,Puerto Princesa (PPS),Clark (CRK),PPS-CRK,04:35,06:14,1h 39m,0,No info,3624
Cebu Pacific,2024-08-17,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-PPS,18:40,19:36,0h 56m,0,No info,3599
Cebu Pacific,2024-06-07,Bacolod (BCD),Iloilo (ILO),BCD-ILO,11:30,12:21,0h 51m,0,No info,2787
Philippine Airlines,2024-10-24,Puerto Princesa (PPS),Tacloban (TAC),PPS-TAC,06:55,08:57,2h 2m,0,No info,3651
Cebu Pacific,2024-08-07,Tacloban (TAC),Davao (DVO),TAC-DVO,22:45,23:58,1h 13m,0,No info,2781
AirAsia Philippines,2024-03-02,Legazpi (LGP),General Santos (GES),LGP-GES,02:35,03:40,1h 5m,0,No info,2143
AirAsia Philippines,2024-05-01,Puerto Princesa (PPS),Davao (DVO),PPS-BCD-DVO,02:15,06:01,3h 46m,1,Labor Day,4239
AirAsia Philippines,2024-06-30,Zamboanga (ZAM),Puerto Princesa (PPS),ZAM-PPS,12:25,14:22,1h 57m,0,No info,2642
Philippine Airlines,2024-11-18,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,09:00,10:31,1h 31m,0,No info,4119
AirAsia Philippines,2024-03-16,Manila (MNL),Iloilo (ILO),MNL-ILO,08:45,10:48,2h 3m,0,No info,3620
Cebu Pacific,2024-10-17,Clark (CRK),Cebu (CEB),CRK-CEB,08:15,10:26,2h 11m,0,No info,3040
Philippine Airlines,2024-12-23,Cebu (CEB),Cagayan de Oro (CGY),CEB-CGY,12:10,13:30,1h 20m,0,Christmas/Rizal Day,5804
Philippine Airlines,2024-05-13,Cagayan de Oro (CGY),Kalibo (KLO),CGY-KLO,23:10,01:09 +1 day,1h 59m,0,No info,3803
Cebu Pacific,2024-06-28,Iloilo (ILO),Cebu (CEB),ILO-KLO-CEB,17:50,22:28,4h 38m,1,No info,4963
Philippine Airlines,2024-04-18,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,02:40,04:09,1h 29m,0,No info,3282
AirAsia Philippines,2024-05-31,Tacloban (TAC),General Santos (GES),TAC-GES,16:05,17:19,1h 14m,0,No info,2490
Philippine Airlines,2024-04-16,Davao (DVO),Legazpi (LGP),DVO-LGP,14:55,16:20,1h 25m,0,No info,3910
Philippine Airlines,2024-01-24,Zamboanga (ZAM),Puerto Princesa (PPS),ZAM-MPH-GES-PPS,00:35,08:25,7h 50m,2,No info,5852
AirAsia Philippines,2024-05-30,Legazpi (LGP),Iloilo (ILO),LGP-ILO,23:40,00:38 +1 day,0h 58m,0,No info,2453
Philippine Airlines,2024-01-31,Bacolod (BCD),Tacloban (TAC),BCD-TAC,11:45,13:27,1h 42m,0,No info,3679
AirAsia Philippines,2024-10-14,Legazpi (LGP),Manila (MNL),LGP-MNL,12:40,15:08,2h 28m,0,No info,3019
Cebu Pacific,2024-03-11,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,01:30,02:31,1h 1m,0,No info,2402
AirAsia Philippines,2024-04-27,Iloilo (ILO),Cagayan de Oro (CGY),ILO-CGY,07:25,09:39,2h 14m,0,No info,2888
Cebu Pacific,2024-02-21,Davao (DVO),Caticlan (MPH),DVO-ILO-MPH,11:35,15:47,4h 12m,1,No info,4178
Philippine Airlines,2024-10-19,Cagayan de Oro (CGY),Caticlan (MPH),CGY-MPH,07:05,08:15,1h 10m,0,No info,4529
Philippine Airlines,2024-04-27,Tacloban (TAC),Iloilo (ILO),TAC-ILO,16:25,17:32,1h 7m,0,No info,4223
Cebu Pacific,2024-08-22,Manila (MNL),Bacolod (BCD),MNL-BCD,19:00,21:00,2h 0m,0,No info,3775
AirAsia Philippines,2024-04-30,General Santos (GES),Puerto Princesa (PPS),GES-PPS,10:00,10:55,0h 55m,0,No info,2438
AirAsia Philippines,2024-05-22,Cebu (CEB),Manila (MNL),CEB-MNL,17:55,19:33,1h 38m,0,No info,3235
AirAsia Philippines,2024-07-06,Clark (CRK),Cebu (CEB),CRK-CEB,07:50,09:36,1h 46m,0,No info,3018
AirAsia Philippines,2024-08-26,Clark (CRK),Davao (DVO),CRK-DVO,12:35,14:19,1h 44m,0,National Heroes Day,2972
Cebu Pacific,2024-08-18,Zamboanga (ZAM),Cagayan de Oro (CGY),ZAM-CGY,07:05,08:27,1h 22m,0,No info,3338
Cebu Pacific,2024-10-19,Caticlan (MPH),Clark (CRK),MPH-CRK,10:25,12:23,1h 58m,0,No info,3166
Cebu Pacific,2024-03-12,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-PPS,17:05,18:41,1h 36m,0,No info,3244
AirAsia Philippines,2024-11-26,Zamboanga (ZAM),Caticlan (MPH),ZAM-MPH,07:10,09:28,2h 18m,0,No info,2601
Philippine Airlines,2024-03-08,Cagayan de Oro (CGY),Clark (CRK),CGY-CRK,17:05,17:54,0h 49m,0,No info,4145
AirAsia Philippines,2024-12-05,Kalibo (KLO),Manila (MNL),KLO-MNL,07:45,10:00,2h 15m,0,No info,3228
Philippine Airlines,2024-03-20,Cebu (CEB),Clark (CRK),CEB-ILO-CRK,10:20,14:12,3h 52m,1,No info,5231
AirAsia Philippines,2024-08-28,Bacolod (BCD),General Santos (GES),BCD-GES,07:40,08:57,1h 17m,0,National Heroes Day,3358
Cebu Pacific,2024-01-15,Bacolod (BCD),Cagayan de Oro (CGY),BCD-CGY,22:45,00:08 +1 day,1h 23m,0,No info,2888
Philippine Airlines,2024-06-28,Cagayan de Oro (CGY),Kalibo (KLO),CGY-KLO,03:15,04:03,0h 48m,0,No info,3104
AirAsia Philippines,2024-10-06,Kalibo (KLO),Caticlan (MPH),KLO-MPH,21:05,22:24,1h 19m,0,No info,2720
Philippine Airlines,2024-06-04,Iloilo (ILO),Cagayan de Oro (CGY),ILO-CGY,11:40,12:47,1h 7m,0,No info,3769
Philippine Airlines,2024-08-23,Clark (CRK),Kalibo (KLO),CRK-PPS-ZAM-KLO,20:45,06:48 +1 day,10h 3m,2,No info,6990
Philippine Airlines,2024-07-29,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,04:50,06:18,1h 28m,0,No info,3121
Cebu Pacific,2024-08-25,Bacolod (BCD),Puerto Princesa (PPS),BCD-PPS,23:50,01:59 +1 day,2h 9m,0,No info,3178
Cebu Pacific,2024-11-30,Puerto Princesa (PPS),Zamboanga (ZAM),PPS-ZAM,22:20,23:36,1h 16m,0,Bonifacio Day,3523
Philippine Airlines,2024-01-17,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,21:20,23:20,2h 0m,0,No info,3717
Cebu Pacific,2024-06-28,Iloilo (ILO),General Santos (GES),ILO-GES,03:55,06:14,2h 19m,0,No info,2467
Cebu Pacific,2024-05-27,Tacloban (TAC),Kalibo (KLO),TAC-KLO,11:45,12:36,0h 51m,0,No info,2838
Philippine Airlines,2024-08-22,Bacolod (BCD),Clark (CRK),BCD-CRK,14:10,16:39,2h 29m,0,No info,3891
Philippine Airlines,2024-10-01,General Santos (GES),Cagayan de Oro (CGY),GES-CGY,21:25,23:27,2h 2m,0,No info,3757
AirAsia Philippines,2024-09-09,Legazpi (LGP),Bacolod (BCD),LGP-BCD,14:00,16:22,2h 22m,0,No info,2352
Cebu Pacific,2024-04-21,Bacolod (BCD),General Santos (GES),BCD-GES,21:50,22:52,1h 2m,0,No info,2931
Cebu Pacific,2024-01-29,Manila (MNL),Davao (DVO),MNL-DVO,06:35,08:26,1h 51m,0,No info,3355
AirAsia Philippines,2024-06-01,General Santos (GES),Cagayan de Oro (CGY),GES-CGY,13:40,16:01,2h 21m,0,No info,2642
Cebu Pacific,2024-10-07,Bacolod (BCD),Cebu (CEB),BCD-CEB,04:50,06:31,1h 41m,0,No info,2344
AirAsia Philippines,2024-06-17,Davao (DVO),Bacolod (BCD),DVO-BCD,12:05,13:12,1h 7m,0,No info,2400
Philippine Airlines,2024-10-17,Davao (DVO),Cebu (CEB),DVO-GES-CEB,01:55,08:04,6h 9m,1,No info,4671
Cebu Pacific,2024-12-23,Cebu (CEB),Iloilo (ILO),CEB-ILO,05:15,07:36,2h 21m,0,Christmas/Rizal Day,3841
AirAsia Philippines,2024-03-17,Cebu (CEB),General Santos (GES),CEB-GES,19:20,21:14,1h 54m,0,No info,2921
AirAsia Philippines,2024-09-18,Legazpi (LGP),Zamboanga (ZAM),LGP-ZAM,18:30,19:50,1h 20m,0,No info,2786
Philippine Airlines,2024-06-02,Kalibo (KLO),Clark (CRK),KLO-MNL-CRK,03:50,07:56,4h 6m,1,No info,4971
Philippine Airlines,2024-07-23,Bacolod (BCD),Iloilo (ILO),BCD-ILO,15:00,16:09,1h 9m,0,No info,3650
AirAsia Philippines,2024-12-09,Clark (CRK),Legazpi (LGP),CRK-LGP,19:10,20:31,1h 21m,0,No info,2643
Philippine Airlines,2024-02-19,Cebu (CEB),Cagayan de Oro (CGY),CEB-CGY,15:50,17:22,1h 32m,0,No info,3795
Philippine Airlines,2024-10-07,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-PPS,10:30,12:38,2h 8m,0,No info,3865
AirAsia Philippines,2024-10-27,Kalibo (KLO),General Santos (GES),KLO-PPS-GES,17:05,21:37,4h 32m,1,No info,4940
Cebu Pacific,2024-11-09,Kalibo (KLO),Manila (MNL),KLO-MNL,12:30,14:46,2h 16m,0,No info,3738
Cebu Pacific,2024-08-23,Tacloban (TAC),Puerto Princesa (PPS),TAC-LGP-PPS,19:35,01:31 +1 day,5h 56m,1,No info,4709
Philippine Airlines,2024-01-06,Clark (CRK),Puerto Princesa (PPS),CRK-PPS,18:20,19:05,0h 45m,0,No info,4728
Cebu Pacific,2024-11-29,Bacolod (BCD),Davao (DVO),BCD-MPH-DVO,05:55,10:13,4h 18m,1,No info,3787
AirAsia Philippines,2024-01-22,Tacloban (TAC),General Santos (GES),TAC-GES,21:40,22:49,1h 9m,0,No info,2400
AirAsia Philippines,2024-08-31,Tacloban (TAC),Iloilo (ILO),TAC-GES-ILO,19:55,01:56 +1 day,6h 1m,1,No info,4819
Cebu Pacific,2024-05-20,Caticlan (MPH),Legazpi (LGP),MPH-LGP,08:35,09:26,0h 51m,0,No info,3239
Philippine Airlines,2024-08-23,Kalibo (KLO),Tacloban (TAC),KLO-TAC,16:00,17:32,1h 32m,0,No info,3720
Philippine Airlines,2024-06-25,Caticlan (MPH),Puerto Princesa (PPS),MPH-TAC-PPS,02:05,08:28,6h 23m,1,No info,4714
AirAsia Philippines,2024-08-30,Zamboanga (ZAM),Tacloban (TAC),ZAM-TAC,21:50,23:48,1h 58m,0,National Heroes Day,2878
Cebu Pacific,2024-04-18,Caticlan (MPH),Kalibo (KLO),MPH-LGP-KLO,07:10,13:02,5h 52m,1,No info,4879
Philippine Airlines,2024-08-16,Bacolod (BCD),Clark (CRK),BCD-TAC-CRK,10:20,15:00,4h 40m,1,No info,5362
AirAsia Philippines,2024-04-14,Cebu (CEB),Clark (CRK),CEB-CRK,16:55,18:49,1h 54m,0,No info,2648
Cebu Pacific,2024-07-13,Manila (MNL),Caticlan (MPH),MNL-ILO-CRK-MPH,16:50,23:38,6h 48m,2,No info,6666
AirAsia Philippines,2024-05-16,Cagayan de Oro (CGY),Manila (MNL),CGY-TAC-MNL,23:20,03:59 +1 day,4h 39m,1,No info,4472
Cebu Pacific,2024-12-22,Cagayan de Oro (CGY),Bacolod (BCD),CGY-BCD,01:45,02:31,0h 46m,0,Christmas/Rizal Day,4380
Cebu Pacific,2024-06-18,Clark (CRK),General Santos (GES),CRK-TAC-GES,13:15,17:04,3h 49m,1,No info,4392
Cebu Pacific,2024-07-23,Bacolod (BCD),Legazpi (LGP),BCD-LGP,07:15,09:27,2h 12m,0,No info,3245
AirAsia Philippines,2024-02-23,Caticlan (MPH),Zamboanga (ZAM),MPH-ZAM,21:25,22:36,1h 11m,0,EDSA Anniversary,2844
AirAsia Philippines,2024-05-19,Kalibo (KLO),Legazpi (LGP),KLO-LGP,17:05,18:04,0h 59m,0,No info,3083
AirAsia Philippines,2024-07-16,Cebu (CEB),Zamboanga (ZAM),CEB-ZAM,09:20,10:44,1h 24m,0,No info,2646
AirAsia Philippines,2024-08-01,Clark (CRK),Manila (MNL),CRK-MNL,20:05,21:23,1h 18m,0,No info,2924
AirAsia Philippines,2024-04-02,Puerto Princesa (PPS),General Santos (GES),PPS-GES,15:55,16:51,0h 56m,0,No info,2394
Cebu Pacific,2024-09-06,Puerto Princesa (PPS),Bacolod (BCD),PPS-BCD,05:15,07:32,2h 17m,0,No info,2361
Cebu Pacific,2024-03-23,Cagayan de Oro (CGY),Cebu (CEB),CGY-CEB,07:30,09:33,2h 3m,0,No info,3619
Philippine Airlines,2024-03-28,Puerto Princesa (PPS),General Santos (GES),PPS-TAC-GES,02:50,06:42,3h 52m,1,Holy Week,6864
AirAsia Philippines,2024-01-23,Davao (DVO),Manila (MNL),DVO-MNL,22:45,00:33 +1 day,1h 48m,0,No info,2956
Philippine Airlines,2024-07-12,General Santos (GES),Bacolod (BCD),GES-BCD,12:45,15:05,2h 20m,0,No info,3798
Cebu Pacific,2024-01-31,General Santos (GES),Iloilo (ILO),GES-ILO,02:00,03:42,1h 42m,0,No info,2426
AirAsia Philippines,2024-02-18,Clark (CRK),Bacolod (BCD),CRK-BCD,13:05,15:29,2h 24m,0,No info,2739
Cebu Pacific,2024-06-04,Cagayan de Oro (CGY),Clark (CRK),CGY-CRK,09:15,10:40,1h 25m,0,No info,3141
Philippine Airlines,2024-01-14,General Santos (GES),Clark (CRK),GES-CRK,19:05,20:43,1h 38m,0,No info,4761
Cebu Pacific,2024-12-12,Kalibo (KLO),General Santos (GES),KLO-MNL-GES,06:00,10:51,4h 51m,1,No info,4238
Philippine Airlines,2024-04-29,Manila (MNL),Clark (CRK),MNL-CRK,16:45,18:20,1h 35m,0,No info,4269
AirAsia Philippines,2024-04-10,Tacloban (TAC),Kalibo (KLO),TAC-KLO,06:00,07:59,1h 59m,0,Araw ng Kagitingan,2867
Cebu Pacific,2024-06-04,Davao (DVO),Kalibo (KLO),DVO-KLO,19:20,21:21,2h 1m,0,No info,3227
AirAsia Philippines,2024-03-24,Bacolod (BCD),Clark (CRK),BCD-CRK,09:00,10:58,1h 58m,0,No info,2886
Philippine Airlines,2024-06-29,Legazpi (LGP),Manila (MNL),LGP-MNL,10:55,13:21,2h 26m,0,No info,4791
Philippine Airlines,2024-01-12,Kalibo (KLO),Puerto Princesa (PPS),KLO-PPS,10:10,11:28,1h 18m,0,No info,3834
Cebu Pacific,2024-08-18,General Santos (GES),Caticlan (MPH),GES-MPH,14:55,16:26,1h 31m,0,No info,3127
Philippine Airlines,2024-12-11,Puerto Princesa (PPS),Bacolod (BCD),PPS-BCD,11:05,12:21,1h 16m,0,No info,3920
Philippine Airlines,2024-07-17,Cebu (CEB),Clark (CRK),CEB-CRK,02:00,02:47,0h 47m,0,No info,3334
Philippine Airlines,2024-01-15,Tacloban (TAC),Puerto Princesa (PPS),TAC-PPS,22:00,00:15 +1 day,2h 15m,0,No info,3684
Cebu Pacific,2024-07-01,Iloilo (ILO),Manila (MNL),ILO-LGP-MNL,09:45,15:00,5h 15m,1,No info,5201
Cebu Pacific,2024-06-26,Manila (MNL),General Santos (GES),MNL-GES,10:55,12:44,1h 49m,0,No info,3325
Cebu Pacific,2024-11-30,Manila (MNL),General Santos (GES),MNL-GES,20:50,22:05,1h 15m,0,Bonifacio Day,4453
AirAsia Philippines,2024-07-30,Puerto Princesa (PPS),Tacloban (TAC),PPS-MNL-TAC,08:40,13:26,4h 46m,1,No info,4443
Cebu Pacific,2024-10-23,Zamboanga (ZAM),Bacolod (BCD),ZAM-BCD,19:15,21:21,2h 6m,0,MassKara Festival,3998
Philippine Airlines,2024-05-29,Clark (CRK),Kalibo (KLO),CRK-KLO,02:15,03:42,1h 27m,0,No info,3152
Cebu Pacific,2024-11-11,Kalibo (KLO),General Santos (GES),KLO-GES,16:25,17:25,1h 0m,0,No info,2829
AirAsia Philippines,2024-08-22,Iloilo (ILO),Caticlan (MPH),ILO-MPH,12:20,13:47,1h 27m,0,No info,2346
AirAsia Philippines,2024-02-02,Davao (DVO),Zamboanga (ZAM),DVO-ZAM,18:30,19:23,0h 53m,0,No info,2670
Cebu Pacific,2024-10-27,Kalibo (KLO),Caticlan (MPH),KLO-MPH,12:40,14:45,2h 5m,0,No info,2987
Philippine Airlines,2024-02-12,Cagayan de Oro (CGY),Puerto Princesa (PPS),CGY-PPS,09:00,10:11,1h 11m,0,No info,4290
AirAsia Philippines,2024-12-07,Clark (CRK),Cebu (CEB),CRK-GES-CEB,16:30,21:03,4h 33m,1,No info,4174
Cebu Pacific,2024-12-14,Cebu (CEB),Tacloban (TAC),CEB-TAC,02:55,04:27,1h 32m,0,No info,2708
AirAsia Philippines,2024-05-23,Tacloban (TAC),Zamboanga (ZAM),TAC-ZAM,16:00,18:05,2h 5m,0,No info,2484
Philippine Airlines,2024-04-02,Tacloban (TAC),Manila (MNL),TAC-MNL,00:00,00:55,0h 55m,0,No info,3748
Cebu Pacific,2024-09-20,Cagayan de Oro (CGY),Iloilo (ILO),CGY-ILO,11:50,14:11,2h 21m,0,No info,2695
Cebu Pacific,2024-06-27,Davao (DVO),Manila (MNL),DVO-MNL,14:40,17:03,2h 23m,0,No info,3307
Cebu Pacific,2024-04-15,Bacolod (BCD),Cagayan de Oro (CGY),BCD-CGY,07:30,08:29,0h 59m,0,No info,3184
Philippine Airlines,2024-05-16,Manila (MNL),Cebu (CEB),MNL-CEB,03:35,04:57,1h 22m,0,No info,3781
AirAsia Philippines,2024-06-30,Caticlan (MPH),Tacloban (TAC),MPH-CEB-TAC,14:30,21:05,6h 35m,1,No info,4256
Cebu Pacific,2024-07-21,Iloilo (ILO),Tacloban (TAC),ILO-TAC,10:50,12:49,1h 59m,0,No info,3088
AirAsia Philippines,2024-05-28,Bacolod (BCD),Puerto Princesa (PPS),BCD-ZAM-PPS,12:40,17:18,4h 38m,1,No info,4017
AirAsia Philippines,2024-05-31,Zamboanga (ZAM),Clark (CRK),ZAM-CRK,02:50,03:53,1h 3m,0,No info,2025
AirAsia Philippines,2024-05-14,General Santos (GES),Bacolod (BCD),GES-BCD,07:25,09:25,2h 0m,0,No info,2678
AirAsia Philippines,2024-06-11,Cebu (CEB),Legazpi (LGP),CEB-LGP,03:10,04:58,1h 48m,0,No info,2035
AirAsia Philippines,2024-02-29,Cagayan de Oro (CGY),Manila (MNL),CGY-MNL,03:20,04:16,0h 56m,0,No info,2450
Philippine Airlines,2024-04-20,Bacolod (BCD),Cebu (CEB),BCD-CGY-GES-CEB,19:35,04:43 +1 day,9h 8m,2,No info,8743
Cebu Pacific,2024-01-27,Bacolod (BCD),Manila (MNL),BCD-MNL,02:00,03:39,1h 39m,0,No info,3031
Philippine Airlines,2024-08-21,Bacolod (BCD),Clark (CRK),BCD-CRK,19:55,22:11,2h 16m,0,Ninoy Aquino Day,4910
Philippine Airlines,2024-07-18,Puerto Princesa (PPS),Bacolod (BCD),PPS-BCD,18:25,20:04,1h 39m,0,No info,4116
Cebu Pacific,2024-04-22,Zamboanga (ZAM),Davao (DVO),ZAM-DVO,17:45,19:06,1h 21m,0,No info,3232
Philippine Airlines,2024-12-27,Caticlan (MPH),Zamboanga (ZAM),MPH-BCD-ZAM,15:10,21:48,6h 38m,1,Christmas/Rizal Day,8568
AirAsia Philippines,2024-02-21,Davao (DVO),Clark (CRK),DVO-LGP-CRK,16:05,19:13,3h 8m,1,No info,3932
Cebu Pacific,2024-05-20,Kalibo (KLO),Cebu (CEB),KLO-CEB,04:00,04:52,0h 52m,0,No info,2321
Cebu Pacific,2024-04-28,Iloilo (ILO),Bacolod (BCD),ILO-BCD,07:10,08:02,0h 52m,0,No info,3401
Cebu Pacific,2024-11-07,Caticlan (MPH),General Santos (GES),MPH-DVO-GES,02:20,08:41,6h 21m,1,No info,3538
AirAsia Philippines,2024-09-21,Manila (MNL),Cebu (CEB),MNL-CEB,03:15,04:50,1h 35m,0,No info,2744
Cebu Pacific,2024-03-05,Iloilo (ILO),Zamboanga (ZAM),ILO-ZAM,04:55,05:48,0h 53m,0,No info,2335
AirAsia Philippines,2024-01-09,Legazpi (LGP),Manila (MNL),LGP-MNL,00:40,02:55,2h 15m,0,No info,2588
AirAsia Philippines,2024-09-25,Manila (MNL),Bacolod (BCD),MNL-BCD,19:25,20:15,0h 50m,0,No info,3403
Cebu Pacific,2024-08-29,Clark (CRK),Puerto Princesa (PPS),CRK-PPS,05:50,07:41,1h 51m,0,National Heroes Day,2937
Philippine Airlines,2024-10-09,Manila (MNL),Caticlan (MPH),MNL-ZAM-MPH,06:55,13:27,6h 32m,1,No info,5688
AirAsia Philippines,2024-12-13,Cagayan de Oro (CGY),Legazpi (LGP),CGY-LGP,20:55,22:24,1h 29m,0,No info,2365
